customer_id,name,gender,past_3_years_bike_related_purchases,age,job_title,job_industry_category,wealth_segment,owns_car,tenure,building_number,street_name,postcode,state,country,property_valuation,recency,frequency,monetary,RFM_rank,Segment,LTV
911,Marcellus Shawcroft,Male,62,43,Structural Analysis Engineer,Property,Affluent Customer,No,3,5,Farmco Way,2747,New South Wales,Australia,8,57,5,3792.6,322,New Customers,3158.7682191780823
912,Vince Dalmon,Male,37,49,Sales Representative,Retail,Mass Customer,Yes,19,33,Kropf Hill,2211,New South Wales,Australia,10,41,7,7206.52,344,Loyal Customers,5192.643178082192
913,Dayle Spearman,Female,67,17,N/A,Financial Services,Mass Customer,No,1,2,Derek Pass,2222,New South Wales,Australia,7,64,5,5573.5,223,Hibernating,2916.543835616438
914,Marc Egleton,Male,73,18,Chemical Engineer,Manufacturing,Affluent Customer,Yes,2,87140,Mandrake Lane,3124,Victoria,Australia,8,107,5,5533.82,123,Hibernating,3608.353863013698
915,Austina Orrice,Female,17,33,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,7,69278,High Crossing Place,2795,New South Wales,Australia,5,29,4,3737.5699999999997,411,Promising,2621.4189589041093
916,Joycelin,Female,18,26,Recruiter,N/A,Affluent Customer,No,8,42,Cordelia Park,2567,New South Wales,Australia,8,37,5,5850.91,323,New Customers,2035.796082191781
917,Odo MacKaig,Male,63,53,VP Product Management,Financial Services,Mass Customer,No,19,50,2nd Center,3188,Victoria,Australia,9,36,8,7452.88,344,Loyal Customers,5798.953205479453
918,Mahmud Chiles,Male,73,42,Internal Auditor,Health,High Net Worth,No,13,8,Colorado Circle,3730,Victoria,Australia,4,17,6,6040.75,433,Loyal Customers,5494.6
919,Grove Peltzer,Male,48,30,Registered Nurse,Health,Mass Customer,Yes,13,55,Daystar Court,2234,New South Wales,Australia,10,81,9,10701.04,255,At Risk,8238.33490410959
920,Stefano Thornborrow,Male,89,41,Software Test Engineer IV,Health,Mass Customer,Yes,19,21,Dwight Crossing,2062,New South Wales,Australia,10,91,6,6259.75,233,At Risk,4030.25
921,Gretchen Seneschal,Female,77,38,Help Desk Technician,Manufacturing,Mass Customer,No,7,3828,Norway Maple Avenue,2027,New South Wales,Australia,11,45,8,11852.14,345,Loyal Customers,6981.397534246576
922,Bekki Ralston,Female,52,45,Operator,Financial Services,Mass Customer,No,19,3044,Summer Ridge Center,3060,Victoria,Australia,8,189,2,1768.82,111,Hibernating,0.0
923,Garrek Grimwade,Male,44,40,Senior Financial Analyst,Financial Services,High Net Worth,No,19,43455,Carey Center,4131,Queensland,Australia,4,33,7,6019.1900000000005,443,Champions,5310.07994520548
924,Clementius Hambric,Male,33,41,Computer Systems Analyst II,N/A,Affluent Customer,No,13,57953,Drewry Street,2518,New South Wales,Australia,10,110,9,8254.23,154,At Risk,5676.196520547945
925,Nicko Pembridge,Male,42,39,Accountant IV,Manufacturing,Affluent Customer,No,16,3,Luster Junction,2323,New South Wales,Australia,4,13,10,10850.689999999999,555,Champions,10285.859561643834
926,Terrel Matthisson,Male,18,52,Professor,Telecommunications,Affluent Customer,No,10,9987,Stuart Alley,2766,New South Wales,Australia,8,13,5,4212.57,522,Potential Loyalists,1788.8995890410956
927,Jarret,Male,25,51,Cost Accountant,Financial Services,Mass Customer,Yes,18,2309,Gulseth Way,3199,Victoria,Australia,8,296,3,3712.1099999999997,111,Hibernating,223.74361643835616
928,Porty Clemmitt,Male,61,44,Associate Professor,N/A,High Net Worth,Yes,18,730,Dixon Place,3158,Victoria,Australia,8,12,8,6370.69,543,Champions,4817.288876712329
929,Kippy Conerding,Male,0,52,Database Administrator III,Financial Services,Mass Customer,Yes,13,10421,Cordelia Parkway,3188,Victoria,Australia,12,57,5,4985.79,322,New Customers,2212.871178082192
930,Evelina Dinan,Female,86,46,Executive Secretary,Retail,Mass Customer,Yes,8,35454,Welch Hill,2477,New South Wales,Australia,6,148,2,1431.17,111,Hibernating,384.25934246575343
931,Katrina Sappson,Female,59,18,Design Engineer,Manufacturing,Affluent Customer,Yes,1,3403,Spenser Terrace,3143,Victoria,Australia,8,71,5,6046.89,223,Hibernating,4605.576493150686
932,Yoko Dowrey,Female,30,28,Graphic Designer,N/A,Mass Customer,No,18,6,Oneill Parkway,2770,New South Wales,Australia,7,4,6,4854.48,532,Potential Loyalists,4694.880657534246
933,Melany L'oiseau,Female,75,21,Help Desk Operator,Retail,Mass Customer,Yes,5,243,Ridge Oak Center,2195,New South Wales,Australia,9,1,5,7598.65,524,Potential Loyalists,6807.557671232877
934,Marcellus Louisot,Male,76,21,Human Resources Manager,Manufacturing,Mass Customer,No,6,4,Eastlawn Crossing,2036,New South Wales,Australia,12,1,8,9379.6,545,Champions,6450.08109589041
935,Aldin Cracker,Male,76,23,Marketing Manager,N/A,Mass Customer,Yes,3,33,Farwell Crossing,2575,New South Wales,Australia,10,54,7,8652.22,344,Loyal Customers,5333.560273972603
936,Raffaello Godleman,Male,64,29,Speech Pathologist,Health,High Net Worth,No,3,5,Reindahl Point,3400,Victoria,Australia,2,33,12,17160.24,455,Champions,13634.163287671234
937,Nikolos McKyrrelly,Male,65,32,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15,8882,Valley Edge Junction,2145,New South Wales,Australia,8,16,5,4550.33,422,Potential Loyalists,4101.530328767123
938,Corabelle,Female,18,21,Technical Writer,Retail,Mass Customer,No,7,633,Cordelia Alley,3037,Victoria,Australia,7,62,8,7614.88,244,At Risk,6196.217424657534
939,Cristian Theodoris,Male,53,57,Product Engineer,Manufacturing,Mass Customer,No,6,32,Dennis Hill,2233,New South Wales,Australia,9,32,4,5121.02,412,Promising,2946.340273972603
940,Marnia Claesens,Female,3,30,Administrative Officer,Manufacturing,Mass Customer,No,9,54905,Anniversary Pass,4570,Queensland,Australia,2,53,5,6172.42,323,New Customers,2874.8257534246573
941,Tye Doohan,Male,13,22,Recruiting Manager,Financial Services,Affluent Customer,Yes,1,5,Gale Street,4507,Queensland,Australia,8,34,10,17898.46,355,Loyal Customers,15887.94805479452
942,Shirley Brook,Female,31,43,Director of Sales,Financial Services,Mass Customer,Yes,14,5413,Burning Wood Plaza,4220,Queensland,Australia,8,144,4,4111.12,112,Hibernating,2387.8286027397257
943,Holly Gamett,Male,94,38,Legal Assistant,Property,Affluent Customer,Yes,15,6183,Morrow Court,2113,New South Wales,Australia,11,113,7,9442.1,145,At Risk,5768.735068493152
944,Anderea Dallewater,Female,53,41,N/A,Manufacturing,Mass Customer,No,15,9,Colorado Trail,3799,Victoria,Australia,3,86,8,4915.05,242,At Risk,3689.65397260274
945,Hebert Bernocchi,Male,59,19,Human Resources Manager,N/A,High Net Worth,Yes,1,627,Ronald Regan Alley,4505,Queensland,Australia,6,15,7,9247.25,545,Champions,8335.192465753424
946,Bettina Farrer,Female,16,56,Research Associate,Manufacturing,High Net Worth,No,12,93446,Eagle Crest Plaza,2229,New South Wales,Australia,10,3,8,10866.75,545,Champions,10152.22397260274
947,Hyacinth Naldrett,Female,43,31,Pharmacist,Health,Mass Customer,No,10,9,Clyde Gallagher Plaza,3021,Victoria,Australia,7,81,6,6685.68,233,At Risk,5000.522301369863
948,Yardley Argo,Male,19,48,Recruiting Manager,N/A,Affluent Customer,No,10,56709,Petterle Street,2443,New South Wales,Australia,6,101,3,3541.6,111,Hibernating,2134.66301369863
949,Jarid Grebner,Male,18,42,Executive Secretary,Health,Mass Customer,Yes,3,221,Coolidge Parkway,2010,New South Wales,Australia,9,89,6,6945.2699999999995,234,At Risk,3444.092794520547
950,Bret Ivakhnov,Unknown,24,47,Recruiter,IT,High Net Worth,Yes,12,33564,Jana Court,4218,Queensland,Australia,5,33,7,8329.7,444,Champions,6914.792054794521
951,Meryl Dumbar,Male,44,18,Assistant Media Planner,Entertainment,Mass Customer,No,1,7,Starling Crossing,2570,New South Wales,Australia,9,7,6,4934.83,532,Potential Loyalists,4583.307863013699
952,Marina Andresen,Female,34,46,VP Sales,Financial Services,Affluent Customer,Yes,6,283,Ryan Street,3752,Victoria,Australia,7,47,5,6239.17,323,New Customers,5008.429616438357
953,Jasmin Brodeur,Female,16,38,N/A,N/A,Mass Customer,No,7,97,Aberg Pass,4720,Queensland,Australia,1,12,9,10996.0,555,Champions,8766.673972602739
954,Alain Immins,Male,76,22,VP Quality Control,Manufacturing,Mass Customer,Yes,7,0,Menomonie Avenue,3177,Victoria,Australia,6,114,4,5686.3099999999995,113,Hibernating,1479.9984931506847
955,Teresina Gibbie,Female,78,28,Research Nurse,Health,Mass Customer,Yes,9,20,Carpenter Parkway,2192,New South Wales,Australia,9,14,7,3915.94,542,Champions,3594.081917808219
956,Ezechiel Pettecrew,Male,19,57,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9,14796,Ramsey Street,2069,New South Wales,Australia,12,174,3,3675.74,111,Hibernating,1852.9757808219179
957,Jamima Gannan,Female,80,23,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7,1346,Forest Dale Point,3111,Victoria,Australia,10,39,5,4868.3,322,New Customers,2467.4945205479453
958,Kristofor Saulter,Male,15,54,Biostatistician IV,Health,High Net Worth,No,18,217,Meadow Vale Point,2023,New South Wales,Australia,12,35,6,5470.129999999999,333,Loyal Customers,3431.944575342465
959,Katharina Jennins,Female,3,31,Staff Scientist,N/A,Affluent Customer,Yes,21,341,Saint Paul Lane,2033,New South Wales,Australia,9,77,6,5701.85,233,At Risk,4092.8347945205487
960,Lannie Crumley,Male,1,49,GIS Technical Architect,Health,Mass Customer,Yes,12,7823,Village Green Park,3030,Victoria,Australia,8,79,4,5971.35,213,Hibernating,3877.2875342465754
961,Rosamund Shelton,Female,73,31,Assistant Manager,Financial Services,Mass Customer,No,6,382,Dayton Lane,2148,New South Wales,Australia,8,65,4,4158.360000000001,212,Hibernating,3019.0832876712334
962,Granger Tuftin,Male,49,40,VP Product Management,N/A,High Net Worth,Yes,17,4,Kennedy Trail,3147,Victoria,Australia,8,3,7,5930.2699999999995,543,Champions,4386.77506849315
963,Valery Haresign,Female,56,49,Budget/Accounting Analyst I,N/A,High Net Worth,Yes,16,4364,Gale Park,2196,New South Wales,Australia,10,61,12,12068.12,255,At Risk,9522.242630136987
964,Rhetta Grellier,Female,35,23,Assistant Professor,Financial Services,High Net Worth,No,6,2379,Dorton Pass,2089,New South Wales,Australia,12,2,5,4224.59,522,Potential Loyalists,3553.285287671233
965,Meggie Whitchurch,Female,86,20,Structural Engineer,Retail,High Net Worth,Yes,5,5,Hintze Hill,2641,New South Wales,Australia,1,61,4,5232.65,212,Hibernating,3842.0553424657533
966,Krystyna Linning,Female,70,39,Speech Pathologist,Retail,High Net Worth,Yes,5,58,High Crossing Place,4212,Queensland,Australia,10,14,4,1885.61,511,Promising,1787.4549589041094
967,April Causon,Female,44,18,Sales Associate,Manufacturing,Affluent Customer,Yes,1,1,Ridgeway Court,3241,Victoria,Australia,5,67,4,5974.77,213,Hibernating,4648.862136986302
968,Wayne Woodfin,Male,96,62,Accountant IV,IT,High Net Worth,Yes,16,0,Park Meadow Terrace,2450,New South Wales,Australia,6,36,8,10289.75,345,Loyal Customers,8711.048630136986
969,Jo Mallinar,Female,20,39,Health Coach IV,Health,High Net Worth,Yes,18,29419,Harper Circle,4209,Queensland,Australia,5,18,5,6968.38,424,Potential Loyalists,5441.063835616438
970,Kellyann Hawton,Female,2,37,VP Accounting,Financial Services,High Net Worth,Yes,14,1601,Judy Drive,2026,New South Wales,Australia,10,34,5,6237.67,323,New Customers,4973.046493150685
971,Sarge Lerohan,Male,11,29,Geologist I,Manufacturing,High Net Worth,No,22,7628,Larry Trail,3428,Victoria,Australia,7,49,5,5862.57,323,New Customers,4706.117835616438
972,Dena Crewdson,Female,81,36,Project Manager,Retail,Mass Customer,Yes,10,4,Lawn Trail,4227,Queensland,Australia,5,176,2,3318.8099999999995,111,Hibernating,1054.745095890411
973,Annabella Hebron,Female,46,38,Data Coordiator,Health,High Net Worth,No,15,42,Dahle Parkway,3806,Victoria,Australia,7,9,8,12724.26,545,Champions,10074.82504109589
974,Mellicent Dollin,Female,92,26,Administrative Assistant IV,N/A,Mass Customer,Yes,4,1472,Meadow Vale Lane,4034,Queensland,Australia,7,7,6,6929.71,534,Potential Loyalists,6322.173780821917
975,Goldarina Rzehorz,Unknown,26,37,Automation Specialist IV,IT,Mass Customer,No,16,95,Old Gate Junction,2760,New South Wales,Australia,8,11,9,9499.82,555,Champions,8172.447890410959
976,Andonis Slimmon,Male,10,46,Graphic Designer,Financial Services,Affluent Customer,No,10,55,Fairfield Court,3175,Victoria,Australia,8,171,6,6710.5599999999995,133,At Risk,3254.1619726027393
977,Olga Dyke,Female,65,58,Staff Accountant III,N/A,High Net Worth,Yes,13,92,Bunker Hill Trail,2558,New South Wales,Australia,7,42,5,5149.34,322,New Customers,4387.519835616439
978,Erena Escalero,Female,40,35,Nurse Practicioner,N/A,High Net Worth,No,15,1,Boyd Junction,2460,New South Wales,Australia,1,193,5,4373.97,122,Hibernating,1258.2653424657535
979,Kayla Falkingham,Female,42,58,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No,12,938,Monica Park,3173,Victoria,Australia,9,6,5,7486.82,524,Potential Loyalists,6215.0861917808215
980,Max Gronaver,Female,19,39,Registered Nurse,Health,Mass Customer,No,8,26204,Monument Alley,2289,New South Wales,Australia,8,178,5,6299.04,123,Hibernating,2295.2666301369864
981,Bud Smittoune,Male,0,44,N/A,Retail,Mass Customer,No,11,36,Grayhawk Plaza,2031,New South Wales,Australia,9,26,7,9042.05,445,Champions,6688.639726027396
982,Tibold Bonwell,Male,14,57,Geologist III,Health,High Net Worth,Yes,6,8276,Hudson Trail,2250,New South Wales,Australia,6,56,6,2794.7500000000005,331,Loyal Customers,1975.4671232876715
983,Shaylyn Riggs,Unknown,49,36,N/A,IT,Affluent Customer,No,6,3638,Starling Alley,2027,New South Wales,Australia,11,2,8,9637.26,545,Champions,9109.19095890411
984,Luciano Weddup,Male,89,63,Programmer I,Manufacturing,Affluent Customer,No,16,7380,Canary Pass,3111,Victoria,Australia,7,57,8,6208.719999999999,343,Loyal Customers,3929.3543013698622
985,Aryn O'Halloran,Female,29,47,Help Desk Operator,Retail,High Net Worth,No,15,9,Debs Trail,4500,Queensland,Australia,4,15,4,5554.1900000000005,513,Promising,3195.5613698630136
986,Barnard Stranks,Male,3,23,Office Assistant I,Manufacturing,Mass Customer,Yes,8,82,Shasta Drive,4825,Queensland,Australia,3,76,8,8673.32,244,At Risk,6130.730301369863
987,Lars Keher,Male,89,43,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,11,9,Goodland Center,4213,Queensland,Australia,9,23,8,8979.65,445,Champions,5707.6131506849315
988,Andree Simonato,Female,35,36,Director of Sales,Manufacturing,High Net Worth,No,7,4,Amoth Trail,4161,Queensland,Australia,6,113,2,769.14,111,Hibernating,252.86794520547943
989,Caralie Morfett,Female,43,35,Project Manager,Financial Services,Mass Customer,No,17,730,Butternut Trail,4018,Queensland,Australia,4,26,6,6782.12,434,Loyal Customers,5184.14104109589
990,Melissa Purple,Female,56,41,Administrative Officer,Manufacturing,Mass Customer,Yes,14,21780,Service Park,2560,New South Wales,Australia,7,12,7,8441.6,544,Champions,4856.81095890411
991,Lenna Coales,Female,11,26,Financial Analyst,Financial Services,Mass Customer,Yes,10,745,Huxley Center,3757,Victoria,Australia,9,148,6,7774.3,134,At Risk,4195.99205479452
992,Cordelia Hawkeswood,Female,6,59,N/A,Property,Mass Customer,Yes,8,45,Hazelcrest Junction,3073,Victoria,Australia,9,96,2,2986.45,211,Hibernating,883.6619178082192
993,Reine Semken,Female,71,40,Account Coordinator,Argiculture,High Net Worth,No,17,84019,Porter Trail,2871,New South Wales,Australia,3,1,9,8086.79,554,Champions,7045.477315068493
994,Rhetta Kupker,Female,62,40,Librarian,Entertainment,Affluent Customer,Yes,5,64211,Laurel Alley,3141,Victoria,Australia,10,43,5,3901.01,322,New Customers,2383.356794520548
995,Urbano Mews,Male,16,52,Information Systems Manager,Health,Mass Customer,Yes,19,31369,Meadow Valley Road,4034,Queensland,Australia,5,12,7,9379.039999999999,545,Champions,8736.64
996,Aura Bemlott,Unknown,67,33,Assistant Manager,IT,Mass Customer,Yes,2,8298,Texas Alley,2194,New South Wales,Australia,10,64,6,7713.16,234,At Risk,5980.340493150685
997,Ambros Kernes,Male,30,36,Teacher,Telecommunications,Mass Customer,Yes,13,1,Continental Center,2146,New South Wales,Australia,9,60,7,6397.73,243,At Risk,4627.399232876713
998,Petunia Dufton,Female,66,52,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5,465,Melrose Alley,2768,New South Wales,Australia,9,322,2,1565.5500000000002,111,Hibernating,150.12123287671233
999,Dido Leyburn,Female,12,29,Recruiting Manager,N/A,High Net Worth,No,4,5357,Mcguire Plaza,3073,Victoria,Australia,9,55,10,14662.14,355,Loyal Customers,12372.435945205478
1000,Paulie Castelot,Female,44,39,Compensation Analyst,Financial Services,Mass Customer,No,11,4757,Texas Trail,3136,Victoria,Australia,9,1,9,10183.7,555,Champions,8760.772054794521
1001,Finley Vost,Male,63,38,Recruiter,Retail,Mass Customer,No,14,27,Sunfield Center,4869,Queensland,Australia,3,43,7,6233.51,343,Loyal Customers,4850.183123287671
1002,Pacorro De Clairmont,Male,65,39,Business Systems Development Analyst,N/A,Mass Customer,Yes,18,656,Bartelt Parkway,3127,Victoria,Australia,12,156,4,5038.32,112,Hibernating,2125.756931506849
1003,Mariann O'Geaney,Female,35,49,Paralegal,Financial Services,High Net Worth,No,18,610,Lakewood Gardens Point,4078,Queensland,Australia,7,48,9,9111.19,355,Loyal Customers,7488.649315068493
1004,Colas Pumfrett,Male,35,42,Business Systems Development Analyst,IT,High Net Worth,No,22,61,Lukken Plaza,3182,Victoria,Australia,6,204,6,8437.87,134,At Risk,2612.272082191781
1005,Kalila Birtwistle,Female,94,50,Design Engineer,IT,High Net Worth,Yes,8,67,Holmberg Way,2165,New South Wales,Australia,9,160,5,7863.76,124,Hibernating,4136.553205479452
1006,Norbert Gotcher,Male,15,40,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19,3383,Fair Oaks Circle,3046,Victoria,Australia,8,38,8,9481.25,345,Loyal Customers,7351.215753424658
1007,Cord Warriner,Male,58,21,N/A,Retail,Mass Customer,No,5,2,Vermont Avenue,2066,New South Wales,Australia,12,21,7,8532.46,444,Champions,6615.578575342465
1008,Lorry Booley,Female,47,42,Teacher,N/A,Mass Customer,No,21,486,Atwood Pass,2065,New South Wales,Australia,12,18,4,5409.6900000000005,413,Promising,1674.7807397260276
1009,Nolie Orring,Female,16,60,Research Associate,Manufacturing,High Net Worth,Yes,13,5,Loftsgordon Pass,4380,Queensland,Australia,9,55,5,5787.36,323,New Customers,4074.9356712328763
1010,Leighton Ebbles,Male,24,54,Nurse,Financial Services,Affluent Customer,No,17,570,Butternut Pass,2340,New South Wales,Australia,4,127,4,2816.75,111,Hibernating,1759.504109589041
1011,Cymbre Janos,Female,42,32,Occupational Therapist,Health,High Net Worth,Yes,10,63,Grayhawk Pass,2769,New South Wales,Australia,9,243,3,3940.1800000000003,112,Hibernating,1111.8864109589042
1012,Anna-diane Preddle,Female,20,62,Software Test Engineer III,N/A,High Net Worth,Yes,11,44594,5th Street,4220,Queensland,Australia,9,10,4,5094.62,512,Promising,4438.600438356164
1013,Corissa Zienkiewicz,Female,53,41,Physical Therapy Assistant,Retail,High Net Worth,No,17,495,Elmside Drive,2179,New South Wales,Australia,8,96,6,7207.57,234,At Risk,4660.23704109589
1014,Miller Faloon,Male,60,57,Senior Developer,Property,Mass Customer,Yes,8,9,Macpherson Avenue,2527,New South Wales,Australia,8,5,7,6269.75,543,Champions,4294.349315068493
1015,Toiboid Sorrel,Male,7,62,Web Developer I,Health,Mass Customer,No,17,738,Division Street,3024,Victoria,Australia,8,27,6,7096.79,434,Loyal Customers,4821.9285479452055
1016,Adrian Prettyjohns,Male,0,58,Legal Assistant,IT,Mass Customer,Yes,17,5,Sheridan Circle,3934,Victoria,Australia,11,67,6,5697.8,233,At Risk,3855.7715068493153
1017,Jacquenette Pluthero,Female,88,39,Assistant Media Planner,Entertainment,High Net Worth,No,16,42,Lunder Drive,2027,New South Wales,Australia,11,227,3,5234.68,112,Hibernating,1835.7233972602742
1018,Matthiew Ferreras,Male,1,23,Help Desk Operator,Manufacturing,Mass Customer,Yes,7,3,Hayes Court,3109,Victoria,Australia,10,27,5,6164.88,423,Potential Loyalists,5286.595726027398
1019,Ignazio Milby,Male,42,44,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14,711,Sachtjen Point,2540,New South Wales,Australia,8,43,4,4653.39,312,New Customers,1619.1247397260277
1020,Natala Thorndale,Female,29,42,N/A,IT,Affluent Customer,No,13,16395,Nevada Lane,2145,New South Wales,Australia,10,90,4,4075.21,212,Hibernating,2032.0225205479453
1021,Elvis Rixon,Male,16,40,Mechanical Systems Engineer,Retail,High Net Worth,No,7,996,Cody Terrace,2761,New South Wales,Australia,8,29,8,9624.45,445,Champions,8226.927123287673
1022,Suzann Wilks,Female,56,27,Assistant Manager,Financial Services,Affluent Customer,Yes,14,80424,Corben Alley,2136,New South Wales,Australia,10,84,5,8161.4,224,Hibernating,6260.799999999999
1023,Iseabal Fullbrook,Female,16,26,N/A,Financial Services,Affluent Customer,Yes,6,37208,Golf View Terrace,2145,New South Wales,Australia,8,126,2,1579.3899999999999,111,Hibernating,30.28967123287671
1024,Rhodia D'Onise,Female,17,25,Social Worker,Health,High Net Worth,Yes,2,1128,Golden Leaf Center,3124,Victoria,Australia,9,35,8,9592.029999999999,345,Loyal Customers,6280.808684931506
1025,Ario Jeromson,Male,69,20,Quality Engineer,IT,Mass Customer,Yes,5,4885,Stone Corner Alley,3046,Victoria,Australia,8,61,8,8141.29,244,At Risk,5776.9701643835615
1026,Vernon Hakking,Male,66,23,N/A,Financial Services,Affluent Customer,No,4,66,Hudson Crossing,2153,New South Wales,Australia,10,30,7,5413.76,443,Champions,4420.001315068494
1027,Rolando Sherewood,Male,33,51,Statistician I,Financial Services,Affluent Customer,No,18,5287,Wayridge Alley,2069,New South Wales,Australia,12,25,6,6580.15,433,Loyal Customers,5804.954246575342
1028,Thorn Torfin,Male,10,18,Project Manager,N/A,High Net Worth,No,1,15393,Cody Lane,2046,New South Wales,Australia,9,9,7,12001.41,545,Champions,10160.097780821918
1029,Forbes Londors,Male,71,20,VP Sales,N/A,Mass Customer,No,4,1,Mcbride Center,2484,New South Wales,Australia,6,31,6,6223.08,433,Loyal Customers,5200.107945205479
1030,Nariko Dummigan,Female,9,55,Food Chemist,Health,Mass Customer,No,5,4870,Shelley Alley,3225,Victoria,Australia,7,40,8,10951.8,345,Loyal Customers,9301.528767123287
1031,Roi Ogden,Male,75,34,Junior Executive,Manufacturing,Mass Customer,No,6,65634,Del Mar Crossing,4053,Queensland,Australia,7,47,2,1994.54,311,New Customers,1464.4841643835616
1032,Maribelle Werndly,Female,36,39,Executive Secretary,N/A,Mass Customer,Yes,18,8572,Melvin Drive,3145,Victoria,Australia,11,31,8,6902.84,444,Champions,6127.452493150685
1033,Jacob Claringbold,Male,70,23,N/A,N/A,Affluent Customer,Yes,3,5549,Bay Point,4068,Queensland,Australia,9,15,9,12744.87,555,Champions,11976.686054794522
1034,Denney Cretney,Male,16,41,N/A,N/A,High Net Worth,Yes,3,9,Forest Circle,2324,New South Wales,Australia,3,105,2,1819.46,111,Hibernating,1261.1599452054795
1035,Kara-lynn Doddridge,Female,77,41,Operator,Retail,Affluent Customer,Yes,5,6,Kedzie Hill,2214,New South Wales,Australia,9,14,3,1327.0600000000002,511,Promising,159.97435616438358
1036,Randene Ingle,Female,6,48,Paralegal,Financial Services,Mass Customer,Yes,12,60601,Hoffman Court,2041,New South Wales,Australia,12,163,5,7125.26,124,Hibernating,3533.3481095890415
1037,Sissie Rielly,Female,95,61,Human Resources Assistant II,Financial Services,Mass Customer,No,10,1715,Scoville Drive,2031,New South Wales,Australia,11,74,7,6689.55,243,At Risk,4380.280684931507
1038,Fraser Acome,Unknown,57,33,Engineer I,Manufacturing,Mass Customer,Yes,8,85,Laurel Trail,3809,Victoria,Australia,6,13,4,6144.11,513,Promising,2625.975780821918
1039,Nona Diamant,Female,24,42,N/A,N/A,High Net Worth,Yes,15,3082,Almo Center,2454,New South Wales,Australia,4,53,7,9522.77,345,Loyal Customers,7618.216
1040,Jacenta Wedlock,Female,78,42,Food Chemist,Health,High Net Worth,No,9,27135,Melvin Plaza,4556,Queensland,Australia,8,162,4,4072.65,112,Hibernating,2164.641369863014
1041,Free Bonniface,Male,95,58,N/A,Property,Affluent Customer,No,15,40,Kinsman Pass,2065,New South Wales,Australia,10,21,4,4271.03,412,Promising,3990.1951506849314
1042,Isacco Woodwind,Male,0,41,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11,94,Green Road,2216,New South Wales,Australia,11,36,3,4585.77,312,New Customers,3492.723452054795
1043,Giorgi Hurford,Male,34,31,Sales Associate,Financial Services,Mass Customer,Yes,16,91,Spohn Plaza,4573,Queensland,Australia,7,131,9,13023.58,155,At Risk,6208.501150684931
1044,Frederico Whilder,Unknown,4,37,Food Chemist,Health,High Net Worth,No,8,5,Jana Drive,4570,Queensland,Australia,1,113,5,4616.29,122,Hibernating,2972.1319178082194
1045,Aeriel Everest,Female,88,31,N/A,Financial Services,Mass Customer,Yes,19,201,Pepper Wood Avenue,2154,New South Wales,Australia,11,114,3,4405.6,112,Hibernating,1375.9956164383561
1046,Shir Clevely,Female,0,62,Budget/Accounting Analyst II,N/A,Affluent Customer,No,11,4408,Haas Way,2171,New South Wales,Australia,9,53,5,3846.1,322,New Customers,3034.7309589041097
1047,Standford Tanswill,Male,39,39,VP Accounting,Financial Services,Affluent Customer,No,11,6,Pawling Trail,2871,New South Wales,Australia,7,58,8,6874.87,344,Loyal Customers,5481.060739726027
1048,Braden Lamming,Male,99,41,Internal Auditor,N/A,Affluent Customer,No,15,31111,Hoepker Road,3034,Victoria,Australia,9,134,6,4864.99,132,At Risk,2105.9408767123286
1049,Fraser Gaenor,Male,35,21,Software Consultant,Property,Mass Customer,No,2,79,Lighthouse Bay Lane,3082,Victoria,Australia,8,33,10,11130.050000000001,455,Champions,9971.305068493151
1050,Marjie Ghion,Female,7,44,Software Consultant,Telecommunications,Mass Customer,Yes,15,2354,Forster Road,2131,New South Wales,Australia,11,27,6,4722.12,432,Loyal Customers,1940.5972602739726
1051,Xylia Lange,Female,34,40,Help Desk Technician,Property,High Net Worth,Yes,14,5271,Vernon Court,3207,Victoria,Australia,10,180,5,4878.8099999999995,122,Hibernating,1403.4932876712326
1052,Dela Flannigan,Female,31,31,Junior Executive,Financial Services,High Net Worth,No,3,6,Declaration Hill,3184,Victoria,Australia,11,1,6,8478.41,534,Potential Loyalists,7107.927287671233
1053,Davon Stanyland,Male,98,55,N/A,Manufacturing,Mass Customer,Yes,8,7716,5th Alley,2250,New South Wales,Australia,5,140,3,3482.79,111,Hibernating,1278.6133150684932
1054,Natal Matiewe,Male,27,34,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13,10,Pennsylvania Hill,2118,New South Wales,Australia,11,6,8,8433.75,544,Champions,7948.520547945205
1055,Danell Rose,Female,30,29,Data Coordiator,Manufacturing,Mass Customer,No,12,2330,Huxley Crossing,2570,New South Wales,Australia,10,207,2,924.06,111,Hibernating,96.20350684931506
1056,Kendricks Markel,Male,96,51,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6,5811,Hanson Lane,2260,New South Wales,Australia,7,25,7,7920.27,444,Champions,7312.687643835618
